,followers,follows,full_name,profile_pic_url,username
0,5,6,Prateek Pamecha,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-19/s320x320/129092994_1322521634767917_3154837946256753745_n.jpg?tp=1&_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_ohc=oDgHqNA-rgUAX_WrJ3g&ccb=7-4&oh=5c7ba5836bf6c7439014469e426d8790&oe=60892775&_nc_sid=7bff83,prateekpamecha1511
